Image name,Page_type_1,Page_type_2,colour,Pagenumber,illustration_type_1,instances_of_1,illustration_type_2,instances_of_2,illustration_type_3,instances_of_3,illustration_type_4,instances_of_4,illustration_type_5,instances_of_5
uni-ucl-jud-0130622-000-0000B.jpg,Back board,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0000F.jpg,Front board,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0000S.jpg,Spine,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0000X.jpg,Head edge,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0000Y.jpg,Tail edge,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0000Z.jpg,Foredge,,colour,,,,,,,,,,,
uni-ucl-jud-0130622-000-0001L.jpg,Front endpaper,,monochrome,,Handwritten page/insert,1,Manuscript (i.e. handwritten) marginalia and other annotation,1,,,,,,
uni-ucl-jud-0130622-000-0002R.jpg,Front endpaper,,monochrome,,Manuscript (i.e. handwritten) marginalia and other annotation,1,,,,,,,,
uni-ucl-jud-0130622-000-0003L.jpg,Back endpaper,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-000-0004R.jpg,Back endpaper,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0001L.jpg,None,,monochrome,,Manuscript (i.e. handwritten) marginalia and other annotation,1,,,,,,,,
uni-ucl-jud-0130622-001-0002R.jpg,None,,monochrome,A 3,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0130622-001-0003L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0004R.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0005L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0006R.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0007L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0008R.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0009L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0010R.jpg,None,,monochrome,,Illuminated lettering,1,Illustrated page borders,1,,,,,,
uni-ucl-jud-0130622-001-0011L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0012R.jpg,None,,monochrome,B,,,,,,,,,,
uni-ucl-jud-0130622-001-0013L.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0014R.jpg,None,,monochrome,,,,,,,,,,,
uni-ucl-jud-0130622-001-0015L.jpg,None,,monochrome,,Portrait,1,,,,,,,,
uni-ucl-jud-0130622-001-0016R.jpg,None,,monochrome,1|B 2,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0130622-001-0017L.jpg,Chapter page,,monochrome,2,Illuminated lettering,1,,,,,,,,
uni-ucl-jud-0130622-001-0018R.jpg,None,,monochrome,3|B 3,,,,,,,,,,
uni-ucl-jud-0130622-001-0019L.jpg,None,,monochrome,4,,,,,,,,,,
uni-ucl-jud-0130622-001-0020R.jpg,None,,monochrome,5|B 4,,,,,,,,,,
